time,velocity,pressure
0.0,12.0,101317.65879769328
0.005000500050005001,12.001000099228518,101324.67755166168
0.010001000100010001,12.002000193768135,101325.160426974
0.015001500150015001,12.003000278929983,101333.8319890224
0.020002000200020003,12.004000350025251,101337.19115966327
0.025002500250025005,12.005000402365216,101317.98865708706
0.030003000300030003,12.00600043126127,101318.6753038884
0.03500350035003501,12.007000432024956,101315.4903220023
0.040004000400040006,12.008000399967987,101323.1291210964
0.045004500450045004,12.009000330402289,101323.03059640832
0.05000500050005001,12.010000218640014,101319.52003528379
0.05500550055005501,12.011000059993583,101317.56472663175
0.060006000600060005,12.01199984977571,101319.60169386388
0.06500650065006501,12.012999583299429,101314.48919608722
0.07000700070007002,12.013999255878128,101317.422774173
0.075007500750075,12.014998862825571,101325.92296981535
0.08000800080008001,12.015998399455942,101327.75443507856
0.08500850085008502,12.016997861083857,101311.47074980685
0.09000900090009001,12.017997243024398,101307.26631459482
0.09500950095009501,12.018996540593156,101325.45051094388
0.10001000100010002,12.01999574910624,101314.77192324733
0.10501050105010501,12.020994863880318,101319.34361875785
0.11001100110011001,12.021993880232648,101306.59985510581
0.11501150115011502,12.022992793481098,101314.48511856566
0.12001200120012001,12.02399159894418,101312.60122390788
0.12501250125012503,12.024990291941089,101310.89046071906
0.13001300130013002,12.025988867791712,101318.11602757353
0.135013501350135,12.026987321816673,101307.30433703716
0.14001400140014003,12.02798564933736,101314.24063880269
0.14501450145014502,12.028983845675947,101314.285659276
0.15001500150015,12.029981906155427,101307.86011157316
0.15501550155015503,12.030979826099653,101308.59535305988
0.16001600160016002,12.031977600833345,101316.0817589676
0.16501650165016502,12.032975225682131,101315.63055620063
0.17001700170017003,12.033972695972588,101311.2402025884
0.17501750175017503,12.034970007032245,101311.9097216582
0.18001800180018002,12.035967154189633,101311.72629051004
0.18501850185018504,12.036964132774308,101311.2767743149
0.19001900190019003,12.03796093811688,101308.76631440035
0.19501950195019502,12.038957565549037,101309.08591257341
0.20002000200020004,12.039954010403587,101308.4988743992
0.20502050205020503,12.040950268014473,101303.60798145128
0.21002100210021002,12.041946333716812,101301.88241830708
0.21502150215021504,12.042942202846914,101295.8507356915
0.22002200220022003,12.043937870742333,101304.65725756247
0.22502250225022502,12.044933332741863,101303.66235040783
0.23002300230023004,12.045928584185594,101303.25895866538
0.23502350235023503,12.046923620414937,101302.56160991803
0.24002400240024002,12.047918436772639,101306.40150864482
0.24502450245024504,12.048913028602822,101294.57357271835
0.25002500250025006,12.049907391251022,101310.2559633833
0.255025502550255,12.050901520064196,101306.94423229496
0.26002600260026004,12.051895410390767,101294.49191051771
0.26502650265026506,12.052889057580654,101309.68988886965
0.27002700270027,12.053882456985285,101301.38473068301
0.27502750275027504,12.054875603957646,101305.79505458356
0.28002800280028006,12.055868493852298,101300.1881443379
0.285028502850285,12.05686112202541,101300.30057598893
0.29002900290029004,12.057853483834782,101298.26067036437
0.29502950295029506,12.05884557463989,101301.15948778616
0.3000300030003,12.059837389801892,101295.77835535818
0.30503050305030505,12.060828924683676,101298.06291177016
0.31003100310031007,12.061820174649883,101297.32097876798
0.31503150315031503,12.06281113506693,101289.2871833343
